TimeGenerated,Computer,ComputerIP,ComputerEnvironment,OSType,OSName,OSMajorVersion,Category,SCAgentChannel,Version,RemoteIPCountry,RemoteIPLatitude,RemoteIPLongitude,ResourceId,ResourceGroup,SubscriptionId,VMUUID,SourceComputerId
2026-06-10T09:15:39Z,FIN-WS-07,52.170.12.45,Azure,Windows,Windows 11 Enterprise,10,Direct Agent,Direct,1.28.2.0,United States,38.7095,-78.1539,/subscriptions/11112222-3333-4444-5555-666677778888/resourceGroups/rg-finance-prod/providers/Microsoft.Compute/virtualMachines/FIN-WS-07,rg-finance-prod,11112222-3333-4444-5555-666677778888,d1d1d1d1-aaaa-bbbb-cccc-000000000007,b7b7b7b7-0000-4000-8000-0000000fin07
2026-06-10T09:16:08Z,HR-WS-03,20.98.111.30,Azure,Windows,Windows 11 Enterprise,10,Direct Agent,Direct,1.27.0.0,United Kingdom,51.5074,-0.1278,/subscriptions/11112222-3333-4444-5555-666677778888/resourceGroups/rg-corp-it/providers/Microsoft.Compute/virtualMachines/HR-WS-03,rg-corp-it,11112222-3333-4444-5555-666677778888,e3e3e3e3-aaaa-bbbb-cccc-000000000003,c3c3c3c3-0000-4000-8000-0000000hr003
2026-06-10T09:16:54Z,WEB-APP-01,52.170.12.45,Azure,Linux,Ubuntu 22.04.4 LTS,22,Direct Agent,Direct,1.31.1,United States,38.7095,-78.1539,/subscriptions/11112222-3333-4444-5555-666677778888/resourceGroups/rg-finance-prod/providers/Microsoft.Compute/virtualMachines/WEB-APP-01,rg-finance-prod,11112222-3333-4444-5555-666677778888,a9a9a9a9-aaaa-bbbb-cccc-000000000091,d0d0d0d0-0000-4000-8000-000000web01
2026-06-10T09:17:26Z,APP-SQL-02,52.170.12.45,Azure,Windows,Windows Server 2019 Datacenter,10,Direct Agent,Direct,1.28.2.0,United States,38.7095,-78.1539,/subscriptions/11112222-3333-4444-5555-666677778888/resourceGroups/rg-finance-prod/providers/Microsoft.Compute/virtualMachines/APP-SQL-02,rg-finance-prod,11112222-3333-4444-5555-666677778888,f2f2f2f2-aaaa-bbbb-cccc-000000000002,e2e2e2e2-0000-4000-8000-00000sql02
2026-06-10T09:25:01Z,WEB-APP-01,52.170.12.45,Azure,Linux,Ubuntu 22.04.4 LTS,22,Direct Agent,Direct,1.31.1,United States,38.7095,-78.1539,/subscriptions/11112222-3333-4444-5555-666677778888/resourceGroups/rg-finance-prod/providers/Microsoft.Compute/virtualMachines/WEB-APP-01,rg-finance-prod,11112222-3333-4444-5555-666677778888,a9a9a9a9-aaaa-bbbb-cccc-000000000091,d0d0d0d0-0000-4000-8000-000000web01
2026-06-10T09:30:18Z,DC01,52.170.12.45,Azure,Windows,Windows Server 2022 Datacenter,10,Direct Agent,Direct,1.28.2.0,United States,38.7095,-78.1539,/subscriptions/11112222-3333-4444-5555-666677778888/resourceGroups/rg-finance-prod/providers/Microsoft.Compute/virtualMachines/DC01,rg-finance-prod,11112222-3333-4444-5555-666677778888,c0ffee01-aaaa-bbbb-cccc-000000000001,a1a1a1a1-0000-4000-8000-00000000dc01
2026-06-10T09:30:40Z,FIN-WS-07,52.170.12.45,Azure,Windows,Windows 11 Enterprise,10,Direct Agent,Direct,1.28.2.0,United States,38.7095,-78.1539,/subscriptions/11112222-3333-4444-5555-666677778888/resourceGroups/rg-finance-prod/providers/Microsoft.Compute/virtualMachines/FIN-WS-07,rg-finance-prod,11112222-3333-4444-5555-666677778888,d1d1d1d1-aaaa-bbbb-cccc-000000000007,b7b7b7b7-0000-4000-8000-0000000fin07
2026-06-10T09:31:09Z,HR-WS-03,20.98.111.30,Azure,Windows,Windows 11 Enterprise,10,Direct Agent,Direct,1.27.0.0,United Kingdom,51.5074,-0.1278,/subscriptions/11112222-3333-4444-5555-666677778888/resourceGroups/rg-corp-it/providers/Microsoft.Compute/virtualMachines/HR-WS-03,rg-corp-it,11112222-3333-4444-5555-666677778888,e3e3e3e3-aaaa-bbbb-cccc-000000000003,c3c3c3c3-0000-4000-8000-0000000hr003
2026-06-10T09:32:27Z,APP-SQL-02,52.170.12.45,Azure,Windows,Windows Server 2019 Datacenter,10,Direct Agent,Direct,1.28.2.0,United States,38.7095,-78.1539,/subscriptions/11112222-3333-4444-5555-666677778888/resourceGroups/rg-finance-prod/providers/Microsoft.Compute/virtualMachines/APP-SQL-02,rg-finance-prod,11112222-3333-4444-5555-666677778888,f2f2f2f2-aaaa-bbbb-cccc-000000000002,e2e2e2e2-0000-4000-8000-00000sql02
2026-06-10T09:45:19Z,DC01,52.170.12.45,Azure,Windows,Windows Server 2022 Datacenter,10,Direct Agent,Direct,1.28.2.0,United States,38.7095,-78.1539,/subscriptions/11112222-3333-4444-5555-666677778888/resourceGroups/rg-finance-prod/providers/Microsoft.Compute/virtualMachines/DC01,rg-finance-prod,11112222-3333-4444-5555-666677778888,c0ffee01-aaaa-bbbb-cccc-000000000001,a1a1a1a1-0000-4000-8000-00000000dc01
2026-06-10T09:45:41Z,FIN-WS-07,52.170.12.45,Azure,Windows,Windows 11 Enterprise,10,Direct Agent,Direct,1.28.2.0,United States,38.7095,-78.1539,/subscriptions/11112222-3333-4444-5555-666677778888/resourceGroups/rg-finance-prod/providers/Microsoft.Compute/virtualMachines/FIN-WS-07,rg-finance-prod,11112222-3333-4444-5555-666677778888,d1d1d1d1-aaaa-bbbb-cccc-000000000007,b7b7b7b7-0000-4000-8000-0000000fin07
2026-06-10T09:46:10Z,HR-WS-03,20.98.111.30,Azure,Windows,Windows 11 Enterprise,10,Direct Agent,Direct,1.27.0.0,United Kingdom,51.5074,-0.1278,/subscriptions/11112222-3333-4444-5555-666677778888/resourceGroups/rg-corp-it/providers/Microsoft.Compute/virtualMachines/HR-WS-03,rg-corp-it,11112222-3333-4444-5555-666677778888,e3e3e3e3-aaaa-bbbb-cccc-000000000003,c3c3c3c3-0000-4000-8000-0000000hr003
2026-06-10T09:47:28Z,APP-SQL-02,52.170.12.45,Azure,Windows,Windows Server 2019 Datacenter,10,Direct Agent,Direct,1.28.2.0,United States,38.7095,-78.1539,/subscriptions/11112222-3333-4444-5555-666677778888/resourceGroups/rg-finance-prod/providers/Microsoft.Compute/virtualMachines/APP-SQL-02,rg-finance-prod,11112222-3333-4444-5555-666677778888,f2f2f2f2-aaaa-bbbb-cccc-000000000002,e2e2e2e2-0000-4000-8000-00000sql02
2026-06-10T10:00:20Z,DC01,52.170.12.45,Azure,Windows,Windows Server 2022 Datacenter,10,Direct Agent,Direct,1.28.2.0,United States,38.7095,-78.1539,/subscriptions/11112222-3333-4444-5555-666677778888/resourceGroups/rg-finance-prod/providers/Microsoft.Compute/virtualMachines/DC01,rg-finance-prod,11112222-3333-4444-5555-666677778888,c0ffee01-aaaa-bbbb-cccc-000000000001,a1a1a1a1-0000-4000-8000-00000000dc01
2026-06-10T10:00:42Z,FIN-WS-07,52.170.12.45,Azure,Windows,Windows 11 Enterprise,10,Direct Agent,Direct,1.28.2.0,United States,38.7095,-78.1539,/subscriptions/11112222-3333-4444-5555-666677778888/resourceGroups/rg-finance-prod/providers/Microsoft.Compute/virtualMachines/FIN-WS-07,rg-finance-prod,11112222-3333-4444-5555-666677778888,d1d1d1d1-aaaa-bbbb-cccc-000000000007,b7b7b7b7-0000-4000-8000-0000000fin07
2026-06-10T10:01:11Z,HR-WS-03,20.98.111.30,Azure,Windows,Windows 11 Enterprise,10,Direct Agent,Direct,1.27.0.0,United Kingdom,51.5074,-0.1278,/subscriptions/11112222-3333-4444-5555-666677778888/resourceGroups/rg-corp-it/providers/Microsoft.Compute/virtualMachines/HR-WS-03,rg-corp-it,11112222-3333-4444-5555-666677778888,e3e3e3e3-aaaa-bbbb-cccc-000000000003,c3c3c3c3-0000-4000-8000-0000000hr003
2026-06-10T10:02:29Z,APP-SQL-02,52.170.12.45,Azure,Windows,Windows Server 2019 Datacenter,10,Direct Agent,Direct,1.28.2.0,United States,38.7095,-78.1539,/subscriptions/11112222-3333-4444-5555-666677778888/resourceGroups/rg-finance-prod/providers/Microsoft.Compute/virtualMachines/APP-SQL-02,rg-finance-prod,11112222-3333-4444-5555-666677778888,f2f2f2f2-aaaa-bbbb-cccc-000000000002,e2e2e2e2-0000-4000-8000-00000sql02
2026-06-10T10:30:24Z,DC01,52.170.12.45,Azure,Windows,Windows Server 2022 Datacenter,10,Direct Agent,Direct,1.28.2.0,United States,38.7095,-78.1539,/subscriptions/11112222-3333-4444-5555-666677778888/resourceGroups/rg-finance-prod/providers/Microsoft.Compute/virtualMachines/DC01,rg-finance-prod,11112222-3333-4444-5555-666677778888,c0ffee01-aaaa-bbbb-cccc-000000000001,a1a1a1a1-0000-4000-8000-00000000dc01
2026-06-10T10:30:46Z,FIN-WS-07,52.170.12.45,Azure,Windows,Windows 11 Enterprise,10,Direct Agent,Direct,1.28.2.0,United States,38.7095,-78.1539,/subscriptions/11112222-3333-4444-5555-666677778888/resourceGroups/rg-finance-prod/providers/Microsoft.Compute/virtualMachines/FIN-WS-07,rg-finance-prod,11112222-3333-4444-5555-666677778888,d1d1d1d1-aaaa-bbbb-cccc-000000000007,b7b7b7b7-0000-4000-8000-0000000fin07
2026-06-10T10:31:15Z,HR-WS-03,20.98.111.30,Azure,Windows,Windows 11 Enterprise,10,Direct Agent,Direct,1.27.0.0,United Kingdom,51.5074,-0.1278,/subscriptions/11112222-3333-4444-5555-666677778888/resourceGroups/rg-corp-it/providers/Microsoft.Compute/virtualMachines/HR-WS-03,rg-corp-it,11112222-3333-4444-5555-666677778888,e3e3e3e3-aaaa-bbbb-cccc-000000000003,c3c3c3c3-0000-4000-8000-0000000hr003
2026-06-10T10:32:33Z,APP-SQL-02,52.170.12.45,Azure,Windows,Windows Server 2019 Datacenter,10,Direct Agent,Direct,1.28.2.0,United States,38.7095,-78.1539,/subscriptions/11112222-3333-4444-5555-666677778888/resourceGroups/rg-finance-prod/providers/Microsoft.Compute/virtualMachines/APP-SQL-02,rg-finance-prod,11112222-3333-4444-5555-666677778888,f2f2f2f2-aaaa-bbbb-cccc-000000000002,e2e2e2e2-0000-4000-8000-00000sql02
