TimeGenerated,AuditId,Stage,Level,Verb,RequestUri,User,SourceIps,ObjectRef,ResponseStatus,UserAgent,PodName,SourceSystem,_ResourceId
2026-06-10T11:02:55Z,7c4b2e80-1006-4f22-8106-bbbb00000016,ResponseComplete,Metadata,list,/api/v1/namespaces/finance/pods,"{""username"":""alexw@contoso.com"",""groups"":[""68f3a1b2-cccc-dddd-eeee-000000000777"",""system:authenticated""],""extra"":{""oid"":[""f47ac10b-58cc-4372-a567-0e02b2c3d479""]}}","[""185.220.101.2""]","{""resource"":""pods"",""namespace"":""finance"",""apiVersion"":""v1""}","{""metadata"":{},""code"":200}",kubectl/v1.30.2 (linux/amd64) kubernetes/3f7a4c9,,Azure,/subscriptions/11112222-3333-4444-5555-666677778888/resourcegroups/rg-finance-prod/providers/microsoft.containerservice/managedclusters/aks-prod-01
2026-06-10T11:03:29Z,7c4b2e80-1007-4f22-8107-bbbb00000017,ResponseComplete,Request,create,/api/v1/namespaces/finance/pods/finance-api-6c8d7f9b4-q2x8m/exec?command=%2Fbin%2Fsh&container=finance-api&stdin=true&stdout=true&tty=true,"{""username"":""alexw@contoso.com"",""groups"":[""68f3a1b2-cccc-dddd-eeee-000000000777"",""system:authenticated""],""extra"":{""oid"":[""f47ac10b-58cc-4372-a567-0e02b2c3d479""]}}","[""185.220.101.2""]","{""resource"":""pods"",""namespace"":""finance"",""name"":""finance-api-6c8d7f9b4-q2x8m"",""subresource"":""exec"",""apiVersion"":""v1""}","{""metadata"":{},""code"":101}",kubectl/v1.30.2 (linux/amd64) kubernetes/3f7a4c9,,Azure,/subscriptions/11112222-3333-4444-5555-666677778888/resourcegroups/rg-finance-prod/providers/microsoft.containerservice/managedclusters/aks-prod-01
2026-06-10T11:04:02Z,7c4b2e80-1008-4f22-8108-bbbb00000018,ResponseComplete,Request,create,/api/v1/namespaces/finance/pods/finance-worker-58b7c6d99-tt4kp/exec?command=cat&command=%2Fvar%2Frun%2Fsecrets%2Fkubernetes.io%2Fserviceaccount%2Ftoken&container=worker&stdout=true,"{""username"":""alexw@contoso.com"",""groups"":[""68f3a1b2-cccc-dddd-eeee-000000000777"",""system:authenticated""],""extra"":{""oid"":[""f47ac10b-58cc-4372-a567-0e02b2c3d479""]}}","[""185.220.101.2""]","{""resource"":""pods"",""namespace"":""finance"",""name"":""finance-worker-58b7c6d99-tt4kp"",""subresource"":""exec"",""apiVersion"":""v1""}","{""metadata"":{},""code"":101}",kubectl/v1.30.2 (linux/amd64) kubernetes/3f7a4c9,,Azure,/subscriptions/11112222-3333-4444-5555-666677778888/resourcegroups/rg-finance-prod/providers/microsoft.containerservice/managedclusters/aks-prod-01
2026-06-10T11:04:48Z,7c4b2e80-1009-4f22-8109-bbbb00000019,ResponseComplete,RequestResponse,create,/api/v1/namespaces/finance/pods,"{""username"":""alexw@contoso.com"",""groups"":[""68f3a1b2-cccc-dddd-eeee-000000000777"",""system:authenticated""],""extra"":{""oid"":[""f47ac10b-58cc-4372-a567-0e02b2c3d479""]}}","[""185.220.101.2""]","{""resource"":""pods"",""namespace"":""finance"",""name"":""pause-debug"",""apiVersion"":""v1""}","{""metadata"":{},""code"":201}",kubectl/v1.30.2 (linux/amd64) kubernetes/3f7a4c9,,Azure,/subscriptions/11112222-3333-4444-5555-666677778888/resourcegroups/rg-finance-prod/providers/microsoft.containerservice/managedclusters/aks-prod-01
2026-06-10T11:05:20Z,7c4b2e80-100a-4f22-810a-bbbb0000001a,ResponseComplete,Metadata,create,/api/v1/namespaces/finance/serviceaccounts/default/token,"{""username"":""alexw@contoso.com"",""groups"":[""68f3a1b2-cccc-dddd-eeee-000000000777"",""system:authenticated""],""extra"":{""oid"":[""f47ac10b-58cc-4372-a567-0e02b2c3d479""]}}","[""185.220.101.2""]","{""resource"":""serviceaccounts"",""namespace"":""finance"",""name"":""default"",""subresource"":""token"",""apiVersion"":""v1""}","{""metadata"":{},""code"":201}",kubectl/v1.30.2 (linux/amd64) kubernetes/3f7a4c9,,Azure,/subscriptions/11112222-3333-4444-5555-666677778888/resourcegroups/rg-finance-prod/providers/microsoft.containerservice/managedclusters/aks-prod-01
2026-06-10T11:05:58Z,7c4b2e80-100b-4f22-810b-bbbb0000001b,ResponseComplete,Metadata,list,/api/v1/secrets,"{""username"":""alexw@contoso.com"",""groups"":[""68f3a1b2-cccc-dddd-eeee-000000000777"",""system:authenticated""],""extra"":{""oid"":[""f47ac10b-58cc-4372-a567-0e02b2c3d479""]}}","[""185.220.101.2""]","{""resource"":""secrets"",""apiVersion"":""v1""}","{""metadata"":{},""status"":""Failure"",""reason"":""Forbidden"",""code"":403,""message"":""secrets is forbidden: User \""alexw@contoso.com\"" cannot list resource \""secrets\"" in API group \""\"" at the cluster scope""}",kubectl/v1.30.2 (linux/amd64) kubernetes/3f7a4c9,,Azure,/subscriptions/11112222-3333-4444-5555-666677778888/resourcegroups/rg-finance-prod/providers/microsoft.containerservice/managedclusters/aks-prod-01
2026-06-10T11:06:33Z,7c4b2e80-100c-4f22-810c-bbbb0000001c,ResponseComplete,Metadata,get,/apis/rbac.authorization.k8s.io/v1/namespaces/finance/rolebindings,"{""username"":""alexw@contoso.com"",""groups"":[""68f3a1b2-cccc-dddd-eeee-000000000777"",""system:authenticated""],""extra"":{""oid"":[""f47ac10b-58cc-4372-a567-0e02b2c3d479""]}}","[""185.220.101.2""]","{""resource"":""rolebindings"",""namespace"":""finance"",""apiGroup"":""rbac.authorization.k8s.io"",""apiVersion"":""v1""}","{""metadata"":{},""code"":200}",kubectl/v1.30.2 (linux/amd64) kubernetes/3f7a4c9,,Azure,/subscriptions/11112222-3333-4444-5555-666677778888/resourcegroups/rg-finance-prod/providers/microsoft.containerservice/managedclusters/aks-prod-01
2026-06-10T11:07:10Z,9d5c3f10-2001-4c33-9201-cccc00000021,ResponseComplete,Metadata,get,/api/v1/namespaces/default/endpoints/kubernetes,"{""username"":""system:apiserver"",""uid"":""apiserver"",""groups"":[""system:masters"",""system:authenticated""]}","[""127.0.0.1""]","{""resource"":""endpoints"",""namespace"":""default"",""name"":""kubernetes"",""apiVersion"":""v1""}","{""metadata"":{},""code"":200}",kube-apiserver/v1.30.0 (linux/amd64) kubernetes/9d8e3f1,,Azure,/subscriptions/11112222-3333-4444-5555-666677778888/resourcegroups/rg-finance-prod/providers/microsoft.containerservice/managedclusters/aks-prod-01
2026-06-10T11:07:52Z,9d5c3f10-2002-4c33-9202-cccc00000022,ResponseComplete,Metadata,patch,/api/v1/namespaces/kube-system/leases/kube-scheduler,"{""username"":""system:kube-scheduler"",""groups"":[""system:authenticated""]}","[""10.224.0.4""]","{""resource"":""leases"",""namespace"":""kube-system"",""name"":""kube-scheduler"",""apiGroup"":""coordination.k8s.io"",""apiVersion"":""v1""}","{""metadata"":{},""code"":200}",kube-scheduler/v1.30.0 (linux/amd64) kubernetes/9d8e3f1,kube-scheduler-aks-prod-01,Azure,/subscriptions/11112222-3333-4444-5555-666677778888/resourcegroups/rg-finance-prod/providers/microsoft.containerservice/managedclusters/aks-prod-01
2026-06-10T11:08:30Z,9d5c3f10-2003-4c33-9203-cccc00000023,ResponseComplete,Metadata,list,/apis/apps/v1/namespaces/hr/replicasets,"{""username"":""system:serviceaccount:kube-system:replicaset-controller"",""uid"":""b21c0e44-1111-2222-3333-444400000005"",""groups"":[""system:serviceaccounts"",""system:serviceaccounts:kube-system"",""system:authenticated""]}","[""10.224.0.4""]","{""resource"":""replicasets"",""namespace"":""hr"",""apiGroup"":""apps"",""apiVersion"":""v1""}","{""metadata"":{},""code"":200}",kube-controller-manager/v1.30.0 (linux/amd64) kubernetes/9d8e3f1,kube-controller-manager-aks-prod-01,Azure,/subscriptions/11112222-3333-4444-5555-666677778888/resourcegroups/rg-finance-prod/providers/microsoft.containerservice/managedclusters/aks-prod-01
2026-06-10T11:09:14Z,9d5c3f10-2004-4c33-9204-cccc00000024,ResponseComplete,Metadata,get,/api/v1/namespaces/hr/configmaps/payroll-config,"{""username"":""meganb@contoso.com"",""groups"":[""4a2b9c1d-aaaa-bbbb-cccc-000000000555"",""system:authenticated""],""extra"":{""oid"":[""8f1e2a33-1111-4a4a-9b9b-aa0000000201""]}}","[""52.170.12.45""]","{""resource"":""configmaps"",""namespace"":""hr"",""name"":""payroll-config"",""apiVersion"":""v1""}","{""metadata"":{},""code"":200}",kubectl/v1.29.4 (windows/amd64) kubernetes/0d8f3a2,,Azure,/subscriptions/11112222-3333-4444-5555-666677778888/resourcegroups/rg-finance-prod/providers/microsoft.containerservice/managedclusters/aks-prod-01
2026-06-10T11:10:01Z,9d5c3f10-2005-4c33-9205-cccc00000025,ResponseComplete,Metadata,list,/api/v1/namespaces/finance/pods?watch=true&resourceVersion=88421005,"{""username"":""system:node:aks-nodepool1-32114402-vmss000001"",""groups"":[""system:nodes"",""system:authenticated""]}","[""10.224.0.5""]","{""resource"":""pods"",""namespace"":""finance"",""apiVersion"":""v1""}","{""metadata"":{},""code"":200}",kubelet/v1.30.0 (linux/amd64) kubernetes/9d8e3f1,,Azure,/subscriptions/11112222-3333-4444-5555-666677778888/resourcegroups/rg-finance-prod/providers/microsoft.containerservice/managedclusters/aks-prod-01
