TimeGenerated,ResourceProvider,ResourceType,Category,OperationName,ResultType,ResultSignature,CallerIPAddress,identity_claim_appid_g,identity_claim_ipaddr_s,requestUri_s,id_s,httpStatusCode_d,clientInfo_s,CorrelationId,Resource,ResourceGroup,SubscriptionId,ruleName_s,direction_s,conditions_sourceIP_s,conditions_destinationPortRange_s
2026-06-10T10:40:48Z,MICROSOFT.KEYVAULT,VAULTS,AuditEvent,KeyGet,Success,OK,185.220.101.2,7d4c9e2b-5a18-4f3c-9d10-2b3a4c5d6e7f,185.220.101.2,https://kv-contoso-prod.vault.azure.net/keys/fin-data-encryption-key/,7a1f0c2e-2222-4ccc-dddd-0006,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) PowerShell/7.4.1,9b2e6c10-0a11-4f00-9c01-bb0000000007,KV-CONTOSO-PROD,RG-FINANCE-PROD,11112222-3333-4444-5555-666677778888,,,,
2026-06-10T10:41:02Z,MICROSOFT.KEYVAULT,VAULTS,AuditEvent,KeyGet,Success,OK,185.220.101.2,7d4c9e2b-5a18-4f3c-9d10-2b3a4c5d6e7f,185.220.101.2,https://kv-contoso-prod.vault.azure.net/keys/disk-encryption-key/,7a1f0c2e-2222-4ccc-dddd-0007,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) PowerShell/7.4.1,9b2e6c10-0a11-4f00-9c01-bb0000000008,KV-CONTOSO-PROD,RG-FINANCE-PROD,11112222-3333-4444-5555-666677778888,,,,
2026-06-10T10:41:20Z,MICROSOFT.KEYVAULT,VAULTS,AuditEvent,CertificateGet,Success,OK,185.220.101.2,7d4c9e2b-5a18-4f3c-9d10-2b3a4c5d6e7f,185.220.101.2,https://kv-contoso-prod.vault.azure.net/certificates/fin-api-tls/,7a1f0c2e-2222-4ccc-dddd-0008,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) PowerShell/7.4.1,9b2e6c10-0a11-4f00-9c01-bb0000000009,KV-CONTOSO-PROD,RG-FINANCE-PROD,11112222-3333-4444-5555-666677778888,,,,
2026-06-10T10:42:15Z,MICROSOFT.KEYVAULT,VAULTS,AuditEvent,SecretGet,Success,OK,91.219.236.18,6e3b1d8a-2c9f-4a71-8b05-3f2e1d0c9b8a,91.219.236.18,https://kv-contoso-prod.vault.azure.net/secrets/svc-backup-cred/,7a1f0c2e-2222-4ccc-dddd-0009,200,AzureBackup/3.1,9b2e6c10-0a11-4f00-9c01-bb0000000010,KV-CONTOSO-PROD,RG-FINANCE-PROD,11112222-3333-4444-5555-666677778888,,,,
2026-06-10T10:43:30Z,MICROSOFT.NETWORK,NETWORKSECURITYGROUPS,NetworkSecurityGroupEvent,NetworkSecurityGroupRuleAdd,Success,Created,185.220.101.2,7d4c9e2b-5a18-4f3c-9d10-2b3a4c5d6e7f,185.220.101.2,,7a1f0c2e-4444-4abc-9999-0001,201,ARM/2.0,9b2e6c10-0a11-4f00-9c01-cc0000000001,NSG-FIN-PROD,RG-FINANCE-PROD,11112222-3333-4444-5555-666677778888,AllowAnyRDPInbound,In,*,3389
2026-06-10T10:44:05Z,MICROSOFT.NETWORK,NETWORKSECURITYGROUPS,NetworkSecurityGroupRuleCounter,NetworkSecurityGroupCounters,Success,OK,,,,,7a1f0c2e-4444-4abc-9999-0002,,,9b2e6c10-0a11-4f00-9c01-cc0000000002,NSG-FIN-PROD,RG-FINANCE-PROD,11112222-3333-4444-5555-666677778888,AllowAnyRDPInbound,In,*,3389
2026-06-10T10:45:18Z,MICROSOFT.NETWORK,NETWORKSECURITYGROUPS,NetworkSecurityGroupRuleCounter,NetworkSecurityGroupCounters,Success,OK,,,,,7a1f0c2e-4444-4abc-9999-0003,,,9b2e6c10-0a11-4f00-9c01-cc0000000003,NSG-FIN-PROD,RG-FINANCE-PROD,11112222-3333-4444-5555-666677778888,AllowSSH-Bastion,In,10.10.0.0/24,22
2026-06-10T08:21:50Z,MICROSOFT.KEYVAULT,VAULTS,AuditEvent,SecretGet,Success,OK,20.98.111.30,1a2b3c4d-5e6f-4071-8a9b-0c1d2e3f4a5b,20.98.111.30,https://kv-contoso-prod.vault.azure.net/secrets/grafana-api-key/,7a1f0c2e-5555-4def-8888-0001,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4) AzureCLI/2.58.0,9b2e6c10-0a11-4f00-9c01-dd0000000001,KV-CONTOSO-PROD,RG-FINANCE-PROD,11112222-3333-4444-5555-666677778888,,,,
2026-06-10T09:12:33Z,MICROSOFT.KEYVAULT,VAULTS,AuditEvent,KeyList,Success,OK,20.98.111.30,1a2b3c4d-5e6f-4071-8a9b-0c1d2e3f4a5b,20.98.111.30,https://kv-contoso-prod.vault.azure.net/keys,7a1f0c2e-5555-4def-8888-0002,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4) AzureCLI/2.58.0,9b2e6c10-0a11-4f00-9c01-dd0000000002,KV-CONTOSO-PROD,RG-FINANCE-PROD,11112222-3333-4444-5555-666677778888,,,,
2026-06-10T09:55:07Z,MICROSOFT.KEYVAULT,VAULTS,AuditEvent,VaultGet,Success,OK,20.98.111.30,1a2b3c4d-5e6f-4071-8a9b-0c1d2e3f4a5b,20.98.111.30,https://kv-contoso-prod.vault.azure.net/,7a1f0c2e-5555-4def-8888-0003,200,AzurePortal/1.0,9b2e6c10-0a11-4f00-9c01-dd0000000003,KV-CONTOSO-PROD,RG-FINANCE-PROD,11112222-3333-4444-5555-666677778888,,,,
2026-06-10T10:05:44Z,MICROSOFT.KEYVAULT,VAULTS,AuditEvent,SecretGet,Success,OK,20.98.111.30,1a2b3c4d-5e6f-4071-8a9b-0c1d2e3f4a5b,20.98.111.30,https://kv-contoso-prod.vault.azure.net/secrets/grafana-api-key/,7a1f0c2e-5555-4def-8888-0004,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4) AzureCLI/2.58.0,9b2e6c10-0a11-4f00-9c01-dd0000000004,KV-CONTOSO-PROD,RG-FINANCE-PROD,11112222-3333-4444-5555-666677778888,,,,
2026-06-10T10:46:31Z,MICROSOFT.KEYVAULT,VAULTS,AuditEvent,SecretGet,Success,OK,20.98.111.30,1a2b3c4d-5e6f-4071-8a9b-0c1d2e3f4a5b,20.98.111.30,https://kv-contoso-prod.vault.azure.net/secrets/grafana-api-key/,7a1f0c2e-5555-4def-8888-0005,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4) AzureCLI/2.58.0,9b2e6c10-0a11-4f00-9c01-dd0000000005,KV-CONTOSO-PROD,RG-FINANCE-PROD,11112222-3333-4444-5555-666677778888,,,,
2026-06-10T10:48:12Z,MICROSOFT.KEYVAULT,VAULTS,AuditEvent,SecretGet,Failed,NotFound,20.98.111.30,1a2b3c4d-5e6f-4071-8a9b-0c1d2e3f4a5b,20.98.111.30,https://kv-contoso-prod.vault.azure.net/secrets/legacy-smtp-pw/,7a1f0c2e-5555-4def-8888-0006,404,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4) AzureCLI/2.58.0,9b2e6c10-0a11-4f00-9c01-dd0000000006,KV-CONTOSO-PROD,RG-FINANCE-PROD,11112222-3333-4444-5555-666677778888,,,,
2026-06-10T10:52:40Z,MICROSOFT.DATAFACTORY,FACTORIES,PipelineRuns,Microsoft.DataFactory/factories/pipelineruns/read,Success,OK,52.170.12.45,3d2c1b0a-9f8e-4d7c-8b6a-5e4d3c2b1a09,52.170.12.45,,7a1f0c2e-6666-4aaa-7777-0001,200,DataFactory/2.0,9b2e6c10-0a11-4f00-9c01-ee0000000001,ADF-FIN-ETL,RG-FINANCE-PROD,11112222-3333-4444-5555-666677778888,,,,
